Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Congo, Rep.",COG,"Population ages 0-14, male",SP.POP.0014.MA.IN,980404,1006012,1031642,1056533,1080955,1104698,1127445,1149015
"Congo, Rep.",COG,"Population ages 0-14, total",SP.POP.0014.TO,1945992,1996470,2047076,2095786,2143643,2190230,2234913,2277331
"Congo, Rep.",COG,"Population ages 05-09, female",SP.POP.0509.FE,321685,332163,342100,351496,360327,368346,375446,381733
"Congo, Rep.",COG,"Population ages 05-09, male",SP.POP.0509.MA,326438,337230,347411,357219,366419,374753,382123,388643
"Congo, Rep.",COG,"Population ages 10-14, female",SP.POP.1014.FE,269070,277764,287292,297208,307887,318979,329869,340007
"Congo, Rep.",COG,"Population ages 10-14, male",SP.POP.1014.MA,271895,280826,290580,300823,311846,323289,334524,344990
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,4622757,4736965,4856093,4980996,5110701,5244363,5380504,5518092
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,2304083,2362141,2422571,2485795,2551316,2618741,2687358,2756678
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,2318674,2374824,2433522,2495201,2559385,2625622,2693146,2761414
"Congo, Dem. Rep.",COD,"Population ages 00-04, female",SP.POP.0004.FE,6614796,6799475,6985259,7180543,7355382,7517174,7674675,7835544
"Congo, Dem. Rep.",COD,"Population ages 00-04, male",SP.POP.0004.MA,6740541,6931221,7122414,7323613,7502811,7667821,7828087,7991895
"Congo, Dem. Rep.",COD,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,46.3881185681818,46.3886828020495,46.3440610255338,46.3460484845834,46.2834669086621,46.1656420864844,46.0013989769188,45.7951892513341
"Congo, Dem. Rep.",COD,"Population ages 0-14, female",SP.POP.0014.FE.IN,16425565,16975730,17525198,18106946,18678175,19239104,19789679,20328697
"Congo, Dem. Rep.",COD,"Population ages 0-14, male",SP.POP.0014.MA.IN,16676444,17244019,17809621,18408702,18995994,19571472,20135199,20686119
"Congo, Dem. Rep.",COD,"Population ages 0-14, total",SP.POP.0014.TO,33102007,34219746,35334812,36515648,37674170,38810574,39924875,41014814
"Congo, Dem. Rep.",COD,"Population ages 05-09, female",SP.POP.0509.FE,5402879,5597002,5784065,5990706,6197646,6399820,6592449,6771480
"Congo, Dem. Rep.",COD,"Population ages 05-09, male",SP.POP.0509.MA,5482956,5682668,5874798,6087794,6300871,6508606,6705882,6888387
"Congo, Dem. Rep.",COD,"Population ages 10-14, female",SP.POP.1014.FE,4407890,4579253,4755874,4935697,5125147,5322110,5522555,5721673
"Congo, Dem. Rep.",COD,"Population ages 10-14, male",SP.POP.1014.MA,4452947,4630130,4812409,4997295,5192312,5395045,5601230,5805837
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,71358804,73767445,76244532,78789130,81398765,84068092,86790568,89561404
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,35561914,36773965,38019960,39299343,40610874,41951875,43319103,44710172
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,35796890,36993480,38224572,39489787,40787891,42116217,43471465,44851232
"Korea, Dem. People's Rep.",PRK,"Population ages 00-04, female",SP.POP.0004.FE,810242,819715,826389,842305,849974,851355,851012,852194
"Korea, Dem. People's Rep.",PRK,"Population ages 00-04, male",SP.POP.0004.MA,849405,858794,865709,882357,890576,892424,892443,893899
"Korea, Dem. People's Rep.",PRK,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,21.5283846280573,21.233065645454,20.9187179727566,20.701471273624,20.4528226206826,20.2021135043815,19.9932822053131,19.843293035646
"Korea, Dem. People's Rep.",PRK,"Population ages 0-14, female",SP.POP.0014.FE.IN,2624103,2602052,2576639,2562250,2543192,2523110,2507697,2499215
"Korea, Dem. People's Rep.",PRK,"Population ages 0-14, male",SP.POP.0014.MA.IN,2742823,2718493,2691499,2676814,2657928,2638450,2623815,2616146
"Korea, Dem. People's Rep.",PRK,"Population ages 0-14, total",SP.POP.0014.TO,5366919,5320538,5268135,5239059,5201115,5161560,5131507,5115366
"Korea, Dem. People's Rep.",PRK,"Population ages 05-09, female",SP.POP.0509.FE,871743,847115,827092,814193,808747,810680,816990,822736
"Korea, Dem. People's Rep.",PRK,"Population ages 05-09, male",SP.POP.0509.MA,908366,883762,863709,850949,845841,848285,855199,861542
"Korea, Dem. People's Rep.",PRK,"Population ages 10-14, female",SP.POP.1014.FE,942118,935222,923158,905752,884471,861075,839695,824285
"Korea, Dem. People's Rep.",PRK,"Population ages 10-14, male",SP.POP.1014.MA,985052,975937,962081,943508,921511,897741,876173,860705
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,24929500,25057793,25183832,25307665,25429816,25549606,25666158,25778815
"Korea, Dem. People's Rep.",PRK,"Population, male",SP.POP.TOTL.MA.IN,12186651,12251177,12314250,12375845,12436268,12495328,12552762,12608379
"Korea, Dem. People's Rep.",PRK,"Population, female",SP.POP.TOTL.FE.IN,12742849,12806616,12869582,12931820,12993548,13054278,13113396,13170436
Ethiopia,ETH,"Population ages 00-04, female",SP.POP.0004.FE,7355628,7492762,7628451,7794671,7931715,8047863,8157181,8271178
Ethiopia,ETH,"Population ages 00-04, male",SP.POP.0004.MA,7571966,7713949,7854927,8028663,8171101,8291267,8403653,8520306
Ethiopia,ETH,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,43.3006976573179,42.7359377227609,42.1750432273536,41.7207824580225,41.2507982618484,40.7829819073234,40.3364411784466,39.9176363563044
Ethiopia,ETH,"Population ages 0-14, female",SP.POP.0014.FE.IN,20405304,20709988,21008252,21347860,21672523,21991395,22315932,22650860
Ethiopia,ETH,"Population ages 0-14, male",SP.POP.0014.MA.IN,20897376,21211519,21519145,21876352,22218347,22553620,22892665,23239887
Ethiopia,ETH,"Population ages 0-14, total",SP.POP.0014.TO,41302714,41921504,42527396,43224175,43890819,44544971,45208570,45890745
Ethiopia,ETH,"Population ages 05-09, female",SP.POP.0509.FE,6766583,6833691,6906519,7000868,7115726,7249130,7390840,7525556
Ethiopia,ETH,"Population ages 05-09, male",SP.POP.0509.MA,6912423,6988131,7067725,7170948,7293882,7434163,7581468,7720508
Ethiopia,ETH,"Population ages 10-14, female",SP.POP.1014.FE,6283093,6383535,6473282,6552321,6625082,6694402,6767911,6854126
Ethiopia,ETH,"Population ages 10-14, male",SP.POP.1014.MA,6412987,6509439,6596493,6676741,6753364,6828190,6907544,6999073
Ethiopia,ETH,"Population, total",SP.POP.TOTL,95385793,98094264,100835453,103603461,106399926,109224410,112078727,114963583
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,47648725,49021687,50408589,51805857,53214725,54635264,56069008,57516835
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,47737068,49072577,50426864,51797604,53185201,54589146,56009719,57446748
India,IND,"Population ages 00-04, female",SP.POP.0004.FE,58512576,57423770,56617737,55601232,55259151,55382130,55596970,55651093
India,IND,"Population ages 00-04, male",SP.POP.0004.MA,64420191,63252954,62365571,61298734,60913347,60997218,61184852,61228414
India,IND,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.4275280023289,28.9254244902534,28.4412002868341,27.9324323846537,27.4786995727277,27.0533018530221,26.6182646511486,26.1606114389267
India,IND,"Population ages 0-14, female",SP.POP.0014.FE.IN,178363928,177444884,176557368,175400617,174522125,173747153,172809125,171609375
India,IND,"Population ages 0-14, male",SP.POP.0014.MA.IN,198556502,197313176,196065699,194569103,193328710,192187234,190907615,189408211
India,IND,"Population ages 0-14, total",SP.POP.0014.TO,376920173,374758022,372623066,369969885,367850970,365934400,363716695,361017585
India,IND,"Population ages 05-09, female",SP.POP.0509.FE,60470810,60431637,60178746,59819851,59122891,58133705,57039427,56104958
India,IND,"Population ages 05-09, male",SP.POP.0509.MA,67377416,67108452,66646489,66103641,65243099,64117537,62910580,61877169
India,IND,"Population ages 10-14, female",SP.POP.1014.FE,59380542,59589477,59760885,59979534,60140083,60231318,60172728,59853324
India,IND,"Population ages 10-14, male",SP.POP.1014.MA,66758895,66951770,67053639,67166728,67172264,67072479,66812183,66302628
India,IND,"Population, total",SP.POP.TOTL,1280842119,1295600768,1310152392,1324517250,1338676779,1352642283,1366417756,1380004385
India,IND,"Population, male",SP.POP.TOTL.MA.IN,666165661,673747770,681223332,688604687,695880522,703055580,710129572,717100970
India,IND,"Population, female",SP.POP.TOTL.FE.IN,614676458,621852998,628929060,635912563,642796257,649586703,656288184,662903415
Indonesia,IDN,"Population ages 00-04, female",SP.POP.0004.FE,11668797,11856193,11948475,12139100,12102836,11916153,11707538,11565560
Indonesia,IDN,"Population ages 00-04, male",SP.POP.0004.MA,12244604,12407356,12479287,12654438,12615289,12434149,12232223,12092736
Indonesia,IDN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.037864984315,27.7678502149642,27.4509726744832,27.2326833425639,26.9149014961264,26.5511973052634,26.2151194819848,25.9360062932775
Indonesia,IDN,"Population ages 0-14, female",SP.POP.0014.FE.IN,34340675,34477576,34537962,34705072,34721148,34655461,34609603,34627215
Indonesia,IDN,"Population ages 0-14, male",SP.POP.0014.MA.IN,36260390,36366096,36390754,36523768,36509418,36414294,36335225,36313890
Indonesia,IDN,"Population ages 0-14, total",SP.POP.0014.TO,70600834,70843582,70928717,71228822,71230548,71069736,70944816,70941104
Indonesia,IDN,"Population ages 05-09, female",SP.POP.0509.FE,11292707,11230784,11207107,11235692,11351428,11540625,11746372,11886870
Indonesia,IDN,"Population ages 05-09, male",SP.POP.0509.MA,11970406,11888329,11843178,11851093,11943969,12109137,12291353,12411280
Indonesia,IDN,"Population ages 10-14, female",SP.POP.1014.FE,11379171,11390599,11382380,11330280,11266884,11198683,11155693,11174785
Indonesia,IDN,"Population ages 10-14, male",SP.POP.1014.MA,12045380,12070411,12068289,12018237,11950160,11871008,11811649,11809874
Indonesia,IDN,"Population, total",SP.POP.TOTL,251805314,255128076,258383257,261556386,264650969,267670549,270625567,273523621
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,126855422,128509365,130132842,131720864,133272786,134788497,136269761,137717861
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,124949892,126618711,128250415,129835522,131378183,132882052,134355806,135805760
Kenya,KEN,"Population ages 00-04, female",SP.POP.0004.FE,3486690,3489501,3491221,3479050,3469784,3466113,3470885,3486021
Kenya,KEN,"Population ages 00-04, male",SP.POP.0004.MA,3547738,3545158,3544505,3530025,3523818,3526868,3538565,3558343
Kenya,KEN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.405707506776,41.932273955566,41.4432448111814,40.9019501816192,40.3500123513719,39.7821669340692,39.1933742576388,38.589603642806
Kenya,KEN,"Population ages 0-14, female",SP.POP.0014.FE.IN,9578684,9717439,9846211,9954772,10052520,10139656,10217272,10288213
Kenya,KEN,"Population ages 0-14, male",SP.POP.0014.MA.IN,9724379,9864958,9996126,10108291,10211750,10305436,10388245,10461920
Kenya,KEN,"Population ages 0-14, total",SP.POP.0014.TO,19303072,19582398,19842337,20063033,20264239,20445078,20605512,20750132
Kenya,KEN,"Population ages 05-09, female",SP.POP.0509.FE,3227249,3296125,3353144,3400924,3433750,3451490,3458314,3461279
Kenya,KEN,"Population ages 05-09, male",SP.POP.0509.MA,3282544,3353858,3411325,3460249,3491584,3505619,3508133,3508267
Kenya,KEN,"Population ages 10-14, female",SP.POP.1014.FE,2864745,2931813,3001846,3074798,3148986,3222053,3288073,3340913
Kenya,KEN,"Population ages 10-14, male",SP.POP.1014.MA,2894097,2965942,3040296,3118017,3196348,3272949,3341547,3395310
Kenya,KEN,"Population, total",SP.POP.TOTL,45519986,46700063,47878339,49051531,50221146,51392570,52573967,53771300
Kenya,KEN,"Population, male",SP.POP.TOTL.MA.IN,22607797,23195580,23782609,24367251,24950142,25533874,26122382,26718527
Kenya,KEN,"Population, female",SP.POP.TOTL.FE.IN,22912189,23504483,24095730,24684280,25271004,25858696,26451585,27052773
Lesotho,LSO,"Population ages 00-04, female",SP.POP.0004.FE,121416,121018,121312,123443,124635,125270,125626,125892
Lesotho,LSO,"Population ages 00-04, male",SP.POP.0004.MA,122933,122358,122507,125109,126432,127022,127323,127621
Lesotho,LSO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,34.139992999857,33.8001267467439,33.4026219256627,33.2251099984097,32.9813906921905,32.7163515354347,32.4669171135123,32.2380358212327
Lesotho,LSO,"Population ages 0-14, female",SP.POP.0014.FE.IN,345688,344962,343907,344490,344601,344583,344711,344969
Lesotho,LSO,"Population ages 0-14, male",SP.POP.0014.MA.IN,346850,345726,343861,344947,345222,345189,345300,345650
Lesotho,LSO,"Population ages 0-14, total",SP.POP.0014.TO,692539,690688,687764,689435,689816,689768,690009,690620
Lesotho,LSO,"Population ages 05-09, female",SP.POP.0509.FE,113765,112293,110354,109842,110055,110854,111875,112600
Lesotho,LSO,"Population ages 05-09, male",SP.POP.0509.MA,113396,111759,109429,109107,109521,110534,111761,112635
Lesotho,LSO,"Population ages 10-14, female",SP.POP.1014.FE,110507,111651,112241,111205,109911,108459,107210,106477
Lesotho,LSO,"Population ages 10-14, male",SP.POP.1014.MA,110521,111609,111925,110731,109269,107633,106216,105394
Lesotho,LSO,"Population, total",SP.POP.TOTL,2028528,2043448,2059011,2075041,2091532,2108327,2125267,2142252
Lesotho,LSO,"Population, male",SP.POP.TOTL.MA.IN,992872,1002448,1011929,1021145,1030162,1039049,1047944,1056950
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,1035656,1041000,1047082,1053896,1061370,1069278,1077323,1085302
Liberia,LBR,"Population ages 00-04, female",SP.POP.0004.FE,331575,335587,339489,343853,348237,352729,357452,362542
Liberia,LBR,"Population ages 00-04, male",SP.POP.0004.MA,345378,349733,353938,358689,363283,367879,372699,377951
Liberia,LBR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.6453522722084,42.3920967192154,42.0914398409742,41.8032055990392,41.4787166758893,41.1249865894663,40.7529184542228,40.372218018495
Liberia,LBR,"Population ages 0-14, female",SP.POP.0014.FE.IN,889531,907052,923628,940439,956349,971519,986194,1000615
Liberia,LBR,"Population ages 0-14, male",SP.POP.0014.MA.IN,922182,941029,958798,976979,994072,1010285,1025929,1041281
Liberia,LBR,"Population ages 0-14, total",SP.POP.0014.TO,1811718,1848087,1882426,1917424,1950422,1981803,2012124,2041896
Liberia,LBR,"Population ages 05-09, female",SP.POP.0509.FE,298491,304178,309390,314864,319829,324296,328388,332295
Liberia,LBR,"Population ages 05-09, male",SP.POP.0509.MA,309635,315589,321057,326959,332380,337308,341809,346028
Liberia,LBR,"Population ages 10-14, female",SP.POP.1014.FE,259465,267287,274749,281722,288283,294494,300354,305778
Liberia,LBR,"Population ages 10-14, male",SP.POP.1014.MA,267169,275707,283803,291331,298409,305098,311421,317302
Liberia,LBR,"Population, total",SP.POP.TOTL,4248337,4359508,4472229,4586788,4702224,4818976,4937374,5057677
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,2129524,2186166,2243640,2302083,2361022,2420654,2481116,2542539
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,2118813,2173342,2228589,2284705,2341202,2398322,2456258,2515138
Mozambique,MOZ,"Population ages 00-04, female",SP.POP.0004.FE,2209536,2257958,2307785,2359082,2409564,2459855,2511474,2565778
Mozambique,MOZ,"Population ages 00-04, male",SP.POP.0004.MA,2226467,2276209,2327694,2380658,2432536,2483988,2536355,2590850
Mozambique,MOZ,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,45.6809824279447,45.5785967620794,45.4201541734965,45.2138556686688,44.9594607396316,44.6708001531326,44.3680004858059,44.0627877999458
Mozambique,MOZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,5840632,5990474,6138579,6285471,6430674,6574970,6720073,6866946
Mozambique,MOZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,5835731,5990375,6143942,6297497,6449744,6601113,6752721,6905072
Mozambique,MOZ,"Population ages 0-14, total",SP.POP.0014.TO,11676403,11980877,12282519,12582984,12880439,13176103,13472806,13772016
Mozambique,MOZ,"Population ages 05-09, female",SP.POP.0509.FE,1956178,1997647,2039225,2084487,2131201,2178875,2226551,2273226
Mozambique,MOZ,"Population ages 05-09, male",SP.POP.0509.MA,1953069,1996914,2040784,2088974,2138639,2189089,2239211,2287928
Mozambique,MOZ,"Population ages 10-14, female",SP.POP.1014.FE,1674918,1734869,1791569,1841902,1889909,1936240,1982048,2027942
Mozambique,MOZ,"Population ages 10-14, male",SP.POP.1014.MA,1656195,1717252,1775464,1827865,1878569,1928036,1977155,2026294
Mozambique,MOZ,"Population, total",SP.POP.TOTL,25560752,26286192,27042001,27829930,28649007,29496009,30366043,31255435
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,12356719,12716664,13092038,13483761,13891296,14312882,14745851,15188235
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,13204033,13569528,13949963,14346169,14757711,15183127,15620192,16067200
Myanmar,MMR,"Population ages 00-04, female",SP.POP.0004.FE,2314039,2290809,2268680,2253828,2244510,2238250,2233945,2231976
Myanmar,MMR,"Population ages 00-04, male",SP.POP.0004.MA,2352128,2327963,2305794,2291786,2283817,2279426,2277048,2276580
Myanmar,MMR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.7656529675694,28.3069486433496,27.8173899881334,27.3298314017134,26.8466928773674,26.3710482845116,25.9144012573128,25.4855945068719
Myanmar,MMR,"Population ages 0-14, female",SP.POP.0014.FE.IN,7419459,7359973,7286395,7206012,7121793,7036639,6956513,6885738
Myanmar,MMR,"Population ages 0-14, male",SP.POP.0014.MA.IN,7496110,7439071,7368005,7291152,7209631,7126776,7049000,6980923
Myanmar,MMR,"Population ages 0-14, total",SP.POP.0014.TO,14915700,14799104,14654402,14497163,14331441,14163446,14005548,13866659
Myanmar,MMR,"Population ages 05-09, female",SP.POP.0509.FE,2527730,2478308,2428789,2386349,2345210,2306616,2271744,2241061
Myanmar,MMR,"Population ages 05-09, male",SP.POP.0509.MA,2556399,2507343,2457625,2415088,2373796,2335344,2301130,2271644
Myanmar,MMR,"Population ages 10-14, female",SP.POP.1014.FE,2577690,2590856,2588926,2565835,2532073,2491773,2450824,2412701
Myanmar,MMR,"Population ages 10-14, male",SP.POP.1014.MA,2587583,2603765,2604586,2584278,2552018,2512006,2470822,2432699
Myanmar,MMR,"Population, total",SP.POP.TOTL,51852464,52280816,52680724,53045199,53382521,53708318,54045422,54409794
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,24992008,25198879,25391577,25566371,25727603,25883168,26044666,26220190
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,26860456,27081937,27289147,27478828,27654918,27825150,28000756,28189604
Namibia,NAM,"Population ages 00-04, female",SP.POP.0004.FE,156839,158887,161157,163062,164570,165862,166916,167737
Namibia,NAM,"Population ages 00-04, male",SP.POP.0004.MA,157046,159118,161430,163363,164951,166346,167483,168341
Namibia,NAM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.0255221830412,36.9252884307056,36.9052021163729,36.8719158760396,36.8825367836037,36.9102491891316,36.9059101313674,36.8412435726641
Namibia,NAM,"Population ages 0-14, female",SP.POP.0014.FE.IN,414043,420169,427483,434982,443252,451948,460375,468084
Namibia,NAM,"Population ages 0-14, male",SP.POP.0014.MA.IN,412924,419300,426837,434474,442895,451724,460250,468020
Namibia,NAM,"Population ages 0-14, total",SP.POP.0014.TO,826967,839469,854319,869456,886148,903674,920627,936105
Namibia,NAM,"Population ages 05-09, female",SP.POP.0509.FE,132688,137459,141924,145895,149742,153286,156466,159301
Namibia,NAM,"Population ages 05-09, male",SP.POP.0509.MA,132524,137322,141802,145776,149615,153144,156312,159147
Namibia,NAM,"Population ages 10-14, female",SP.POP.1014.FE,124516,123823,124402,126025,128940,132800,136993,141046
Namibia,NAM,"Population ages 10-14, male",SP.POP.1014.MA,123354,122860,123605,125335,128329,132234,136455,140532
Namibia,NAM,"Population, total",SP.POP.TOTL,2233506,2273426,2314901,2358044,2402623,2448300,2494524,2540916
Namibia,NAM,"Population, male",SP.POP.TOTL.MA.IN,1080421,1100048,1120450,1141681,1163627,1186111,1208862,1231683
Namibia,NAM,"Population, female",SP.POP.TOTL.FE.IN,1153085,1173378,1194451,1216363,1238996,1262189,1285662,1309233
Nigeria,NGA,"Population ages 00-04, female",SP.POP.0004.FE,14560834,14888440,15205110,15542621,15822942,16066717,16304577,16561329
Nigeria,NGA,"Population ages 00-04, male",SP.POP.0004.MA,15242514,15590201,15927009,16288186,16588820,16850475,17104787,17377466
Nigeria,NGA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,44.2167637127518,44.1991276729255,44.1305041462216,44.1060436139142,44.0131179412448,43.8666399781742,43.687530197944,43.4876107179975
Nigeria,NGA,"Population ages 0-14, female",SP.POP.0014.FE.IN,37179202,38159375,39114160,40123618,41087844,42015631,42923411,43820702
Nigeria,NGA,"Population ages 0-14, male",SP.POP.0014.MA.IN,38770093,39810071,40822713,41896088,42921427,43908014,44872622,45824482
Nigeria,NGA,"Population ages 0-14, total",SP.POP.0014.TO,75949286,77969441,79936872,82019706,84009267,85923643,87796035,89645181
Nigeria,NGA,"Population ages 05-09, female",SP.POP.0509.FE,12302551,12620847,12929047,13276323,13630126,13982214,14319140,14625985
Nigeria,NGA,"Population ages 05-09, male",SP.POP.0509.MA,12825651,13162201,13487302,13856320,14232196,14605781,14962818,15287661
Nigeria,NGA,"Population ages 10-14, female",SP.POP.1014.FE,10315817,10650088,10980003,11304674,11634776,11966700,12299694,12633388
Nigeria,NGA,"Population ages 10-14, male",SP.POP.1014.MA,10701928,11057669,11408402,11751582,12100411,12451758,12805017,13159355
Nigeria,NGA,"Population, total",SP.POP.TOTL,171765819,176404931,181137454,185960244,190873247,195874685,200963603,206139587
Nigeria,NGA,"Population, male",SP.POP.TOTL.MA.IN,86936474,89305034,91720564,94181382,96687405,99237728,101831874,104469637
Nigeria,NGA,"Population, female",SP.POP.TOTL.FE.IN,84829345,87099897,89416890,91778862,94185842,96636957,99131729,101669950
Pakistan,PAK,"Population ages 00-04, female",SP.POP.0004.FE,12110704,12275045,12462875,12682655,12905303,13121779,13308965,13453556
Pakistan,PAK,"Population ages 00-04, male",SP.POP.0004.MA,13010742,13213311,13431093,13697220,13944593,14169139,14359100,14509296
Pakistan,PAK,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.5881428942635,36.2494074844869,35.9366650138644,35.6982306157932,35.478621035315,35.2698145995487,35.0543779129029,34.8195636842817
Pakistan,PAK,"Population ages 0-14, female",SP.POP.0014.FE.IN,33641958,34031701,34453546,34948211,35473213,36012866,36536787,37023502
Pakistan,PAK,"Population ages 0-14, male",SP.POP.0014.MA.IN,36336810,36765168,37213852,37744490,38288954,38839614,39378827,39890248
Pakistan,PAK,"Population ages 0-14, total",SP.POP.0014.TO,69978774,70796910,71667396,72692791,73762256,74852524,75915625,76913746
Pakistan,PAK,"Population ages 05-09, female",SP.POP.0509.FE,11063971,11217655,11365782,11539926,11721039,11905385,12090574,12273189
Pakistan,PAK,"Population ages 05-09, male",SP.POP.0509.MA,11984476,12106861,12233848,12399395,12589066,12798180,13015882,13226191
Pakistan,PAK,"Population ages 10-14, female",SP.POP.1014.FE,10467283,10539001,10624889,10725630,10846871,10985702,11137248,11296757
Pakistan,PAK,"Population ages 10-14, male",SP.POP.1014.MA,11341592,11444996,11548911,11647875,11755295,11872295,12003845,12154761
Pakistan,PAK,"Population, total",SP.POP.TOTL,191260799,195305012,199426953,203631356,207906210,212228288,216565317,220892331
Pakistan,PAK,"Population, male",SP.POP.TOTL.MA.IN,98463549,100530360,102640691,104797415,106993868,109216763,111447581,113672007
Pakistan,PAK,"Population, female",SP.POP.TOTL.FE.IN,92797250,94774652,96786262,98833941,100912342,103011525,105117736,107220324
Papua New Guinea,PNG,"Population ages 00-04, female",SP.POP.0004.FE,502646,505479,509134,512865,517620,523170,528931,534541
Papua New Guinea,PNG,"Population ages 00-04, male",SP.POP.0004.MA,537550,540793,544861,549190,554476,560502,566674,572643
Papua New Guinea,PNG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.4777938415948,37.1360295366773,36.7967784009793,36.4636337457485,36.1384213103618,35.8159344007888,35.4859653634657,35.1460105617242
Papua New Guinea,PNG,"Population ages 0-14, female",SP.POP.0014.FE.IN,1412047,1427292,1442699,1458180,1473967,1489794,1505104,1519679
Papua New Guinea,PNG,"Population ages 0-14, male",SP.POP.0014.MA.IN,1506865,1523807,1540700,1558008,1575407,1592642,1609185,1624843
Papua New Guinea,PNG,"Population ages 0-14, total",SP.POP.0014.TO,2918916,2951101,2983399,3016186,3049374,3082435,3114291,3144523
Papua New Guinea,PNG,"Population ages 05-09, female",SP.POP.0509.FE,472338,478227,483424,488616,493146,497037,500579,504208
Papua New Guinea,PNG,"Population ages 05-09, male",SP.POP.0509.MA,504148,510511,516073,521819,526833,531138,535032,538956
Papua New Guinea,PNG,"Population ages 10-14, female",SP.POP.1014.FE,437063,443586,450141,456699,463201,469587,475594,480930
Papua New Guinea,PNG,"Population ages 10-14, male",SP.POP.1014.MA,465167,472503,479766,486999,494098,501002,507479,513244
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,7788388,7946733,8107772,8271766,8438038,8606324,8776119,8947027
Papua New Guinea,PNG,"Population, male",SP.POP.TOTL.MA.IN,3968038,4050613,4134389,4219461,4305516,4392433,4480011,4568072
Papua New Guinea,PNG,"Population, female",SP.POP.TOTL.FE.IN,3820350,3896120,3973383,4052305,4132522,4213891,4296108,4378955
Philippines,PHL,"Population ages 00-04, female",SP.POP.0004.FE,5551306,5587043,5587878,5575422,5490042,5361075,5240508,5165709
Philippines,PHL,"Population ages 00-04, male",SP.POP.0004.MA,5824182,5879395,5889335,5904184,5819855,5674192,5534962,5450633
Philippines,PHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,32.9738335763001,32.6489813640489,32.2819568147558,31.9216340637123,31.4680085202537,30.9630402017999,30.4758810660138,30.0426785361611
Philippines,PHL,"Population ages 0-14, female",SP.POP.0014.FE.IN,15832218,15944236,16027755,16092129,16104054,16081140,16055517,16046139
